siRNA ID,Catalog Number,Gene Symbol,Gene Name,Alias,RefSeq,GenBank mRNA,Product Family,siRNA Type,Availability,siRNA Assay,Matched Keywords,,,,
s11143,4390824,MAPK4,mitogen-activated protein kinase 4,ERK-4;ERK4;PRKM4;p63-MAPK;p63MAPK,XM_005258299.3;XM_011526076.2;XM_011526075.2;XM_011526074.2;XM_017025839.1;NM_002747.3;NM_001292040.1,AK295058.1;BC143769.1;BC050299.1;BC117216.1;BC040493.1;BX648603.1;AK303601.1;X59727.1,,Silencer® Select,Inventoried,,*,,,,
s9407,4390824,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,CI-24k,XM_017025782.1;NM_021074.4,AK291865.1;BG742948.1;M22538.1;BC001632.1;BC071689.1;CR456928.1;BC017487.1;AK312129.1,,Silencer® Select,Inventoried,,*,,,,
s20872,4390824,TRIM16,tripartite motif containing 16,EBBP,NM_006470.3,AF096870.1;BC053514.1;AK314557.1;AK002035.1;BC067096.1;CR457136.1;BC001564.1,,Silencer® Select,Inventoried,,*,,,,
s4684,4390824,ENO2,enolase 2,HEL-S-279;NSE,NM_001975.2,X14327.1;CR536582.1;BC002745.2;X13120.1;AK124656.1;AK290525.1;EU794607.1;BT007383.1;M22349.1;M36768.1;AK312402.1;AK295220.1,,Silencer® Select,Inventoried,,*,,,,
s601,4390824,UBA1,ubiquitin like modifier activating enzyme 1,A1S9;A1S9T;A1ST;AMCX1;CFAP124;GXP1;POC20;SMAX2;UBA1A;UBE1;UBE1X,NM_003334.3;XM_005272649.1;XM_011543954.2;XM_017029777.1;NM_153280.2;XM_017029778.1;XM_017029781.1;XM_017029779.1;XM_017029780.1,BC013041.2;X52897.1;AK293161.1;AK097343.1;X56976.1;AK296866.1;M58028.1;BC020261.1,,Silencer® Select,Inventoried,,*,,,,
s11775,4390824,RANBP2,RAN binding protein 2,ADANE;ANE1;IIAE3;NUP358;TRP1;TRP2,XM_005264002.2;XM_017004623.1;XM_005264003.2;XM_005264004.2;XM_011511575.2;XM_005264005.4;NM_006267.4;XM_011511576.2,AK026993.1;AB209483.1;D42063.1,,Silencer® Select,Inventoried,,*,,,,
s10912,4390824,PPIC,peptidylprolyl isomerase C,CYPC,NM_000943.4,AK290321.1;CB963241.1;S71018.1;BC002678.2;BG721394.1,,Silencer® Select,Inventoried,,*,,,,
s10637,4390824,PLD1,phospholipase D1,,XM_005247533.2;XM_011512897.1;XM_011512898.1;XM_011512899.2;NM_001130081.2;NM_002662.4;XM_017006624.1;XM_005247534.2;XM_017006623.1,AK091897.1;BX648900.1;AB209907.1;BC068976.1;AJ276230.1;U38545.1,,Silencer® Select,Inventoried,,*,,,,
s9030,4390824,NUDT1,nudix hydrolase 1,MTH1,NM_198949.1;NM_198948.1;NM_198952.1;NM_198950.1;NM_198954.1;NM_198953.1;NM_002452.3,BC065367.1;D16581.1;BC014618.2;BC040144.1;AB025242.1;AB025241.1;AB025234.1;AB025233.1;AB025236.1;AK026631.1;AB025235.1;AB025238.1;BC051375.1;AB025237.1;AB025240.1;AB025239.1,,Silencer® Select,Inventoried,,*,,,,
s7196,4390824,IFNGR2,interferon gamma receptor 2 (interferon gamma transducer 1),AF-1;IFGR2;IFNGT1;IMD28,XM_005260969.2;XM_011529553.1;XM_011529554.2;NM_005534.3,U05875.1;AK314005.1;U05877.1;BC003624.2;AK292246.1,,Silencer® Select,Inventoried,,*,,,,
s20447,4390824,PPIE,peptidylprolyl isomerase E,CYP-33;CYP33,NR_036544.1;XM_017000051.1;NR_036543.1;NM_001319293.1;XM_006710289.2;XM_006710290.3;NM_203456.2;NM_006112.3;NM_001195007.1,BU196539.1;AF104013.1;DQ160195.1;BU160972.1;AF042386.1;BC008451.1;BC107736.1;AK313666.1;CT002466.1;AK130628.1;BU179717.1;AF104012.1;AK293094.1;AK304694.1;AF042385.1;BC004898.2,,Silencer® Select,Inventoried,,*,,,,
s51525,4390824,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,CI-20;CI-20KD;MY017;PSST,NM_024407.4,AK091024.1;AK091046.1;AK127759.1;AK222738.1;BC001715.3;AK056061.1;AF115969.1;BC005954.1;AF060512.1;AK091623.1;AK128713.1;AK092169.1,,Silencer® Select,Inventoried,,*,,,,
s21003,4390824,B3GNT2,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2,3-Gn-T1;3-Gn-T2;B3GN-T2;B3GNT;B3GNT-2;B3GNT1;BETA3GNT;BGNT2;BGnT-2;beta-1;beta3Gn-T1;beta3Gn-T2,NM_001319075.1;NM_006577.5,BC047933.1;AF288209.1;AK002009.1;AB049584.1;AF092051.2;AF288208.1;BC030579.2;AJ006077.1,,Silencer® Select,Inventoried,,*,,,
s15840,4390824,FZD4,frizzled class receptor 4,CD344;EVR1;FEVR;FZD4S;Fz-4;Fz4;FzE4;GPCR;hFz4,NM_012193.3,AB054881.1;BC114622.1;AB032417.1;AY462097.1;BC114527.1;AK292768.1,,Silencer® Select,Inventoried,,*,,,,
s23857,4390824,ABCB10,ATP binding cassette subfamily B member 10,EST20237;M-ABC2;MTABC2,NM_012089.2;XM_011544136.2;XM_011544135.2,AK172794.1;BC064930.1;DQ786241.1;U18237.1;AB013380.1;AF216833.1,,Silencer® Select,Inventoried,,*,,,,
s17441,4390824,AIFM1,apoptosis inducing factor, mitochondria associated 1,AIF;CMT2D;CMTX4;COWCK;COXPD6;DFNX5;NADMR;NAMSD;PDCD8,NR_132647.1;NM_001130846.3;NM_001130847.3;NM_004208.3;NM_145812.2,AL049703.1;AK314446.1;AL049704.1;DQ016500.1;BC111065.1;AK000775.1;DQ016498.1;CR457379.1;AF131759.1;AF100928.1;DQ016496.2;BC139738.1,,Silencer® Select,Inventoried,,*,,,
s10993,4390824,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon,,NM_001282180.1;NM_001282179.1;NM_001282182.1;NM_001282181.1;NM_006246.3,BC064358.1;BC048305.1;AB451233.1;BC143234.1;AK316430.1;AB451358.1;BC073873.1;BC092477.1;BC093766.1;AK299520.1;BC143231.1;AB209811.1;AK301796.1;L76703.1;BC101479.1;AK313500.1;BC034994.1;Z69029.1,,Silencer® Select,Inventoried,,*,,,,
s22385,4390824,GABARAPL2,GABA type A receptor associated protein like 2,ATG8;ATG8C;GATE-16;GATE16;GEF-2;GEF2,NM_007285.6,AK311266.1;BC029601.1;AF077046.1;BC005985.1;BC040312.1;BC014594.2;AB030710.1;AK289788.1;CR542217.1;AF087848.1;AJ010569.1,,Silencer® Select,Inventoried,,*,,,,
s3999,4390824,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,AGER1;CDG1R;OKSWcl45;OST;OST48;WBP1,NM_005216.4,AB062391.1;AK296041.1;BP233191.1;CB988524.1;BC002594.2;D29643.1;AK315633.1,,Silencer® Select,Inventoried,,*,,,,
s9818,4390824,OCRL,OCRL, inositol polyphosphate-5-phosphatase,INPP5F;LOCR;NPHL2;OCRL-1;OCRL1,XM_005262422.2;XM_011531345.2;XM_011531344.2;XM_017029554.1;NM_001318784.1;NM_001587.3;NM_000276.3,AK226116.1;U57627.2;BC094726.1;AK293107.1;BC130612.1;BC144106.1,,Silencer® Select,Inventoried,,*,,,
s39380,4390824,PIGO,phosphatidylinositol glycan anchor biosynthesis class O,HPMRS2,XM_017015222.1;XM_017015224.1;XM_017015223.1;XM_005251619.3;NM_032634.3;NM_152850.3;NM_001201484.1,BC001030.2;BC013987.2;AY358472.1;BC029271.1;BC036916.1;AK090433.1;AK074064.1;BC065282.1;AL833956.1,,Silencer® Select,Inventoried,,*,,,,
s4977,4390824,FABP5,fatty acid binding protein 5,E-FABP;EFABP;KFABP;PA-FABP;PAFABP,NM_001444.2,M94856.1;BC070303.1;AK226036.1;BC019385.2,,Silencer® Select,Inventoried,,*,,,,
s9594,4390824,NME4,NME/NM23 nucleoside diphosphate kinase 4,NDPK-D;NM23H4;nm23-H4,NM_001286433.1;NM_001286440.1;NM_001286439.1;NM_005009.2;NM_001286438.1;NM_001286436.1;NM_001286435.1,BC004880.2;Y07604.1;AF086133.1;BC017067.1;AK094439.1,,Silencer® Select,Inventoried,,*,,,,
s30030,4390824,USP47,ubiquitin specific peptidase 47,TRFP,XM_005252997.1;XM_017017954.1;XM_017017953.1;NM_001282659.1;XM_011520196.1;NM_017944.3,BC000226.1;BC030562.1;AK027362.1;BC047044.1;AK074076.1;AK000734.1;AL832991.2;AK225358.1;AK127264.1;AK093714.1,,Silencer® Select,Inventoried,,*,,,,
s200458,4390824,SCP2,sterol carrier protein 2,NLTP;NSL-TP;SCP-2;SCP-CHI;SCP-X;SCPX,NM_001193599.1;NM_001193600.1;NM_001193617.1;XM_011541935.2;XM_005271103.4;NM_002979.4;XM_017002045.1;NM_001007098.2,BC067108.1;AK312856.1;AK294631.1;AK308105.1;M75883.1;AB208789.1;AK295214.1,,Silencer® Select,Inventoried,,*,,,,
s30992,4390824,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,GALNACT10;PPGALNACT10;PPGANTASE10,NM_198321.3,AK023782.1;BC007224.1;AJ505950.1;AK127135.1;AK023815.1;AB078145.1;AL096739.1;BC098444.1;BC072450.1,,Silencer® Select,Inventoried,,*,,,,
s14023,4390824,NR2F2,nuclear receptor subfamily 2 group F member 2,ARP1;CHTD4;COUPTFB;COUPTFII;NF-E3;NR2F1;SVP40;TFCOUP2,NM_001145155.1;NM_001145156.1;NM_001145157.1;NM_021005.3,HQ692849.1;BC034585.1;HQ692848.1;BC106083.1;AK301595.1;AB307711.1;BC014664.1;AK316086.1;BC042897.1;AK298824.1;FM208183.1;M64497.1;HQ692850.1,,Silencer® Select,Inventoried,,*,,,,
s510,4390824,B4GALT4,beta-1,4-galactosyltransferase 4,B4Gal-T4;beta4Gal-T4,XM_017007401.1;XM_005247855.1;NM_212543.1;XM_006713798.2;NM_003778.3;XM_011513260.1;XM_006713801.2;XM_006713800.1;XM_006713799.2,CR749555.1;AY359008.1;BX647468.1;AF038662.1;AK314425.1;BC062618.1;AF020920.1;AF022367.1;AB024436.1;AK001006.1;BC004523.2,,Silencer® Select,Inventoried,,*,,,
s11884,4390824,RCN1,reticulocalbin 1,HEL-S-84;PIG20;RCAL;RCN,NM_002901.2,FJ224346.1;AK129791.1;D42073.1;BC010120.2;BP253627.1,,Silencer® Select,Inventoried,,*,,,,
s27103,4390824,AK3,adenylate kinase 3,AK3L1;AK6;AKL3L;AKL3L1;FIX,NM_016282.3;NM_001199853.1;NM_001199852.1;NM_001199855.1;NM_001199856.1,AF183419.1;BI550730.1;BC013771.1;AK001951.1;AB021870.1;DA570364.1;DA718987.1;AK298200.1;AK124824.1;AF086913.1;AK027534.1;AK001553.1;AF100785.1;AK098205.1,,Silencer® Select,Inventoried,,*,,,,
s11557,4390824,PTPRJ,protein tyrosine phosphatase, receptor type J,CD148;DEP1;HPTPeta;R-PTP-ETA;SCC1,NM_002843.3;XM_017018083.1;XM_017018084.1;XM_017018085.1,U10886.1;D37781.1,,Silencer® Select,Inventoried,,*,,,
s785,4390824,RPLP0,ribosomal protein lateral stalk subunit P0,L10E;LP0;P0;PRLP0;RPP0,NM_001002.3;NM_053275.3,BC000752.2;AK291109.1;BC008092.1;BC019014.2;AK001313.1;BC070194.1;BF131912.1;BC008594.1;AK222571.1;BC001127.2;BC000087.2;BC107717.1;BC015173.1;AK129754.1;Z36785.1;AK304674.1;BC005863.2;BC001834.2;BC009867.2;BC003655.2;M17885.1;BC015690.1;AK129823.1;BC000345.2,,Silencer® Select,Inventoried,,*,,,,
s290,4390824,CBSL;CBS,cystathionine-beta-synthase like;cystathionine-beta-synthase,HIP4,XM_017028489.1;XM_011546095.2;XM_011546094.1;XM_011546097.2;NM_001321073.1;XM_011546099.1;XM_017028492.1;XM_011546098.1;XM_017028491.1;XM_017028490.1;NM_000071.2;NM_001178008.2;NM_001178009.2;XM_017028218.1;NM_001320298.1;XM_017028214.1;XM_017028215.1;XM_011529781.1;XM_017028216.1;XM_011529782.1;XM_017028217.1;XM_017028211.1;XM_011529777.1;XM_017028212.1;XM_017028213.1,AK294608.1;AL137314.1;DC315340.1;BT007154.1;BC010242.1;AL531222.3;AK313691.1;AK301063.1;BC011381.1;L19501.1;X82166.1;BC007257.1;L14577.1;BC000440.2;DC300040.1,,Silencer® Select,Inventoried,,*,,,,
s14769,4390824,VDAC1,voltage dependent anion channel 1,PORIN;VDAC-1,XM_017009822.1;XM_017009821.1;XM_005272075.3;NR_036625.1;NR_036624.1;NM_003374.2;XM_017009823.1,BC090042.1;L06132.1;AK122953.1;AK095989.1;BC008482.1;AK293639.1;BC071168.1,,Silencer® Select,Inventoried,,*,,,,
s1114,4390824,ADRA2A,adrenoceptor alpha 2A,ADRA2;ADRA2R;ADRAR;ALPHA2AAR;ZNF32,NM_000681.3,BC050414.1;BC035047.1;AF284095.1,,Silencer® Select,Inventoried,,*,,,,
s14185,4390824,TLN1,talin 1,ILWEQ;TLN,NM_006289.3,AF177198.1;AB028950.2;AF078828.1;BC042923.1,,Silencer® Select,Inventoried,,*,,,,
s3180,4390824,CLNS1A,chloride nucleotide-sensitive channel 1A,CLCI;CLNS1B;ICln,NM_001311200.1;NM_001311199.1;NM_001311202.1;NM_001293.2,AF026003.1;X91788.1;AF005422.1;U17899.1;BQ643786.1;AK315259.1;BU169662.1;BT019907.1;AL530926.3;BC119635.1;U53454.1;BC119634.1,,Silencer® Select,Inventoried,,*,,,,
s12388,4390824,RXRB,retinoid X receptor beta,DAUDI6;H-2RIIBP;NR2B2;RCoR-1,NM_001291989.1;NM_001270401.1;XM_017011176.1;NM_021976.4;XM_005249278.2;XM_011514796.2,KU178313.1;AK302125.1;X63522.1;KU178316.1;HQ709179.1;KU178314.1;HQ692844.1;AB209244.1;AK301096.1;M84820.1;X65463.1;BT007280.1;BC001167.1;AK225842.1,,Silencer® Select,Inventoried,,*,,,,
s14116,4390824,THRA,thyroid hormone receptor, alpha,AR7;CHNG6;EAR7;ERB-T-1;ERBA;ERBA1;NR1A1;THRA1;THRA2;c-ERBA-1,NM_001190919.1;NM_001190918.1;NM_199334.3;NM_003250.5,AB209346.1;X55005.1;AK311344.1;BC000261.1;J03239.1;HQ692859.1;BC008851.2;M24899.1;AK290530.1;Y00479.1;CR541915.1;BC035137.1;BC002728.2;AB307686.1;AK290071.1,,Silencer® Select,Inventoried,,*,,,
s34962,4390824,DDX31,DEAD-box helicase 31,PPP1R25,NM_001322341.1;NM_001322340.1;XM_005272207.4;NM_022779.8;XM_011518921.2;XM_011518922.2;XM_006717236.3;NM_138620.1;NR_136309.1;NM_001322343.1;NM_001322342.1,AK225350.1;BC012726.2;AK225121.1;AK027002.1;AF427339.1;AF335569.1;AF335568.1;AK302670.1;AK023695.1;AK027484.1,,Silencer® Select,Inventoried,,*,,,,
s24780,4390824,CLIC4,chloride intracellular channel 4,CLIC4L;H1;MTCLIC;huH1;p64H1,NM_013943.2,AK307142.1;AK315051.1;AL117424.1;AK095959.1;CR533501.1;BC012444.1;AK301466.1;AK001624.1;AF097330.1;AF109196.1,,Silencer® Select,Inventoried,,*,,,,
s11187,4390824,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,EIF2AK1;PKR;PPP1R83;PRKR,XM_017004503.1;NM_002759.3;NM_001135652.2;XM_011532987.2;NM_001135651.2,BC040851.1;BC022314.1;AY302136.1;BC057805.1;BC143230.1;M35663.1;BC101475.1;BC143228.1;BC093676.1;BC007769.2;AK313818.1;M85294.1;AK290655.1,,Silencer® Select,Inventoried,,*,,,,
s26817,4390824,PSAT1,phosphoserine aminotransferase 1,EPIP;NLS2;PSA;PSAT;PSATD,NM_058179.3;NM_021154.4,BC016645.2;AK025460.1;AK295222.1;BC018129.1;AF113132.1;AK295310.1;BC000971.1;BC004863.2;BT006840.1;AY131232.1,,Silencer® Select,Inventoried,,*,,,,
s11750,4390824,RAF1,Raf-1 proto-oncogene, serine/threonine kinase,CMD1NN;CRAF;NS5;Raf-1;c-Raf,XM_005265357.2;XM_005265358.4;XM_005265355.2;XM_017006966.1;NM_002880.3;XM_011533974.2;XM_011533975.2;XM_005265359.4,X03484.1;BC018119.2;AK312248.1;KU178297.1;AK303561.1;KU178299.1;KU178298.1;AK226028.1;AK303920.1,,Silencer® Select,Inventoried,,*,,,
s224857,4390824,PUS1,pseudouridylate synthase 1,MLASA1,NM_001002020.2;XM_011538769.2;XM_011538768.2;NM_001002019.2;NM_025215.5,BC019320.1;BM923133.1;AK292242.1;CB118952.1;BC035964.1;AF318369.1;AK074659.1;AF116238.1;BC009505.2;BG336824.1;BC002901.2,,Silencer® Select,Inventoried,,*,,,,
s6887,4390824,HPRT1,hypoxanthine phosphoribosyltransferase 1,HGPRT;HPRT,NM_000194.2,BT019350.1;AK313435.1;CR407645.1;L29383.1;M31642.1;BC000578.2,,Silencer® Select,Inventoried,,*,,,,
s223599,4390824,ABCB10,ATP binding cassette subfamily B member 10,EST20237;M-ABC2;MTABC2,NM_012089.2;XM_011544136.2;XM_011544135.2,AK172794.1;BC064930.1;AB013380.1;AF216833.1,,Silencer® Select,Inventoried,,*,,,,
s14159,4390824,TK1,thymidine kinase 1,TK2,NM_003258.4;XM_017024992.1,BC007872.2;BI754079.1;BC007986.2;BT006941.1;AB451268.1;AB451395.1;AK314950.1;BC006484.1;K02581.1,,Silencer® Select,Inventoried,,*,,,,
s26382,4390824,HIPK2,homeodomain interacting protein kinase 2,PRO0593,XM_011516078.2;XM_011516079.2;XM_011516077.2;XM_006715935.2;NM_001113239.2;XM_011516081.2;XM_017012069.1;NM_022740.4;XM_011516080.2,AF207702.1;AF326592.1;AF208291.1,,Silencer® Select,Inventoried,,*,,,,
s19704,4390824,DNAL4,dynein axonemal light chain 4,MRMV3;PIG27,NM_005740.2,BT009847.1;CR456487.1;AK223349.1;AY453399.1;AL035366.1;CR542195.1;CR542177.1;BX473356.1;AK290566.1;BC002968.1,,Silencer® Select,Inventoried,,*,,,,
s549,4390824,ATP5G1,ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9),ATP5A;ATP5G,NM_005175.2;NM_001002027.1,BC004963.2;AK095669.1;BG611396.1;M16453.1;AL080089.1;D13118.1;CF129854.1;BF573360.1,,Silencer® Select,Inventoried,,*,,
s2423,4390824,CASP7,caspase 7,CASP-7;CMH-1;ICE-LAP3;LICE2;MCH3,XM_011540260.1;NM_001267058.1;NM_033340.3;NM_001267057.1;NM_001320911.1;NM_001267056.1;NM_033338.5;XM_006718017.3;NM_001227.4;NM_033339.4;XM_017016763.1;XM_017016764.1,AB451413.1;U37448.1;AK223489.1;U67320.1;U40281.1;AK301437.1;U67206.1;AK298964.1;BT006683.1;U37449.1;BX647973.1;BC015799.1;AK300578.1;AB451281.1;U39613.1,,Silencer® Select,Inventoried,,*,,,,
s10442,4390824,PHKA2,phosphorylase kinase regulatory subunit alpha 2,GSD9A;PHK;PYK;PYKL;XLG;XLG2,XM_011545537.2;XM_006724496.3;XM_005274548.4;NM_000292.2;XM_011545538.2;XM_017029580.1;XM_005274550.4;XM_006724498.3,D38616.1;AK289996.1;BC014036.2;X80497.1,,Silencer® Select,Inventoried,,*,,,,
s30485,4390824,ETNK2,ethanolamine kinase 2,EKI2;HMFT1716,XM_011509715.1;XM_011509714.2;NM_001297762.1;XM_017001632.1;NM_018208.3;NM_001297761.1;NM_001297760.1,AK293426.1;AK302145.1;AB073608.1;BC010082.2;AK316493.1;AK001623.1,,Silencer® Select,Inventoried,,*,,,,
s7844,4390824,KIFC3,kinesin family member C3,,NM_001318710.1;NM_001318712.1;NM_001318711.1;NM_001130099.1;XM_011523076.1;XM_017023221.1;NM_001130100.1;XM_017023223.1;XM_017023222.1;XM_017023225.1;XM_017023224.1;XM_005255937.1;XM_017023227.1;XM_017023226.1;NM_005550.3;XM_005255944.1;XM_011523075.1;XM_011523077.1;NM_001318713.1;XM_011523079.1;NM_001318715.1;XM_006721188.1;XM_017023220.1;XM_011523078.1;XM_017023219.1;NM_001318714.1;NR_134678.1,AK291737.1;BC034234.1;AK303021.1;AB209290.1;BC047051.1;AK299431.1;AK091891.1;AF004426.1;BC001211.1;AK307846.1;AK302743.1;BC041132.1;AK296995.1;AK295926.1;AK304132.1;BC008014.1,,Silencer® Select,Inventoried,,*,,,,
s242,4390824,ITGA11,integrin subunit alpha 11,HsT18964,XM_005254228.3;XM_011521363.2;NM_001004439.1,BX496541.1;AF111799.1;AK292445.1;CN358985.1;AF137378.2;AF109681.1;AK304778.1,,Silencer® Select,Inventoried,,*,,,,
s224084,4390824,MYL6,myosin light chain 6,ESMLC;LC17;LC17-GI;LC17-NM;LC17A;LC17B;MLC-3;MLC1SM;MLC3NM;MLC3SM,NM_079423.3;NM_021019.4,CR456839.1;CR457014.1;CN401857.1;BC093066.1;BC017455.1;AK301198.1;U02629.1;M22918.1;M22920.1;BG283793.1;M31212.1;BC071661.1;BC006781.2;AB046613.1,,Silencer® Select,Inventoried,,*,,,,
s6372,4390824,GYS1,glycogen synthase 1,GSY;GYS,NM_001161587.1;NM_002103.4;NR_027763.1,AK223579.1;J04501.1;AK294349.1;BC003182.1;AK302738.1;AK303712.1;BC007688.2;BC002617.2;AK300369.1;U32573.1;AK291672.1,,Silencer® Select,Inventoried,,*,,,,
s4889,4390824,EXT1,exostosin glycosyltransferase 1,EXT;LGCR;LGS;TRPS2;TTV,NM_000127.2,S79639.1;BC001174.1;AK313129.1,,Silencer® Select,Inventoried,,*,,,,
s42083,4390824,ARAP2,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2,CENTD1;PARX,XM_017007698.1;XM_017007700.1;XM_017007699.1;XM_017007702.1;XM_017007701.1;NM_015230.3,BC105089.1;BC150258.1;AF411982.1;AY049733.1;AF439781.1;BC105091.1;AB011152.2,,Silencer® Select,Inventoried,,*,,,
s22305,4390824,PARK7,Parkinsonism associated deglycase,DJ-1;DJ1;HEL-S-67p,,BC008188.2,,Silencer® Select,Inventoried,,*,,,,
s22035,4390824,PSIP1,PC4 and SFRS1 interacting protein 1,DFS70;LEDGF;PAIP;PSIP2;p52;p75,NM_001317900.1;NM_021144.3;NM_001128217.2;NM_033222.4;NM_001317898.1,BC064135.1;AF432220.1;AF098482.1;AF098483.1;AF063020.1;BQ186453.1;BC022971.1;BC044568.1,,Silencer® Select,Inventoried,,*,,,,
s28093,4390824,PPME1,protein phosphatase methylesterase 1,PME-1,XM_017017913.1;NM_016147.2;NM_001271593.1,AF111853.1;AF157028.1;AK001381.1;AK022725.1;AK225647.1;BC003046.1;BC050705.2;AK025414.1;BX537528.1;AK123288.1,,Silencer® Select,Inventoried,,*,,,,
s27102,4390824,AK3,adenylate kinase 3,AK3L1;AK6;AKL3L;AKL3L1;FIX,NM_016282.3;NM_001199853.1;NM_001199852.1;NM_001199855.1;NM_001199856.1,AF183419.1;BI550730.1;BC013771.1;AK001951.1;AB021870.1;DA570364.1;DA718987.1;AK298200.1;AK124824.1;AF086913.1;AK027534.1;AK001553.1;AF100785.1;AK098205.1,,Silencer® Select,Inventoried,,*,,,,
s7533,4390824,ITGA1,integrin subunit alpha 1,CD49a;VLA1,NM_181501.1,BX640981.1;AK300423.1;BC137121.1;X68742.1;BC137122.1,,Silencer® Select,Inventoried,,*,,,,
s11125,4390824,PRKCSH,protein kinase C substrate 80K-H,AGE-R2;G19P1;GIIB;PCLD;PKCSH;PLD1;VASAP-60,NM_001289104.1;NM_001001329.2;NM_001289103.1;XM_017026977.1;XM_011528132.1;NM_001289102.1;XM_011528131.1;XM_011528130.1;NM_002743.3,AK130663.1;AK290433.1;BC128412.1;AK225390.1;J03075.1;AF144075.1;BI254784.1;AK296187.1;BG323695.1;BC013586.1;AK225279.1,,Silencer® Select,Inventoried,,*,,,,
s5984,4390824,GPI,glucose-6-phosphate isomerase,AMF;GNPI;NLK;PGI;PHI;SA-36;SA36,XM_011526754.2;NM_000175.3;NM_001289789.1;NM_001289790.1;XM_005258764.2;NM_001184722.1;XM_006723148.2,AK025421.1;AK130102.1;K03515.1;AK301103.1;AK294396.1;AK293446.1;AK129884.1;X16539.1;BC004982.1,,Silencer® Select,Inventoried,,*,,,,
s24318,4390824,SGK3;C8orf44-SGK3,C8orf44-SGK3 readthrough;serum/glucocorticoid regulated kinase family member 3,CISK;SGK2;SGKL,NM_170709.2;NM_013257.4;NM_001204173.1;NM_001033578.2,AK074666.1;AF085233.2;BC015326.1;AK291428.1;AF169035.1;AK223523.1;CR933673.1;CR536581.1,,Silencer® Select,Inventoried,,*,,,,
s19778,4390824,TRIM28,tripartite motif containing 28,KAP1;PPP1R157;RNF96;TF1B;TIF1B,NM_005762.2,BC052986.2;U78773.1;BC007390.2;AK313478.1;U31657.1;AK131063.1;AL360188.1;AK225760.1;U95040.1;AL360189.1;AL360114.1;X97548.1;BC004978.1,,Silencer® Select,Inventoried,,*,,,,
s1503,4390824,APRT,adenine phosphoribosyltransferase,AMP;APRTD,NM_001030018.1;NM_000485.2,BC107151.2;BM423481.1;CR749423.1;BM550173.1,,Silencer® Select,Inventoried,,*,,,,
s5885,4390824,GNAO1,G protein subunit alpha o1,EIEE17;G-ALPHA-o;GNAO;HLA-DQB1,NM_020988.2;NM_138736.2,AK056008.1;AF493895.1;AF493894.1;CR936770.1;KR081949.1,,Silencer® Select,Inventoried,,*,,,,
s21785,4390824,ABHD2,abhydrolase domain containing 2,HS1-2;LABH2;PHPS1-2,XM_005254832.1;XM_005254833.1;NM_007011.7;XM_011521165.1;NM_152924.4,BC019248.1;AK296827.1;AK290340.1;AF546700.1;BC090052.1;AK222841.1;X12433.1;AK223083.1,,Silencer® Select,Inventoried,,*,,,,
s11084,4390824,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta,PRKAR1,XM_017012433.1;XM_017012434.1;NM_001164758.1;NM_002735.2;NM_001164760.1;NM_001164759.1;NM_001164762.1;NM_001164761.1;XM_011515446.2,BC070478.1;BC036828.1;AK315951.1;AK289464.1;BC026734.1;AK098822.1;AL833563.1;AK315990.1;M65066.1;AK297337.1,,Silencer® Select,Inventoried,,*,,,,
s224261,4390824,PIGA,phosphatidylinositol glycan anchor biosynthesis class A,GPI3;MCAHS2;PIG-A;PNH1,NR_033835.1;NR_033836.1;XM_017029581.1;NM_020473.3;NM_002641.3;XM_011545539.2,S74936.1;D11466.1;AK304144.1;BC038236.1;AK098047.1;CX870731.1;AK303538.1,,Silencer® Select,Inventoried,,*,,,,
s14670,4390824,UCK2,uridine-cytidine kinase 2,TSA903;UK;UMPK,XM_017002236.1;XM_011509970.2;NM_012474.4,AK294537.1;AB062451.1;D78335.1;AF236637.1;BT006860.1;CR456857.1;BC002906.2,,Silencer® Select,Inventoried,,*,,,,
s8178,4390824,LIG3,DNA ligase 3,LIG2,XM_006721896.3;XM_017024624.1;XM_005257970.3;NM_013975.3;NM_002311.4,X84740.1;BC068005.1;AK300363.1;U40671.1,,Silencer® Select,Inventoried,,*,,,,
